1	238.80145	362.09645
2	235.55770	370.74270
3	243.35060	377.32560
4	249.09755	371.31255
5	254.49095	369.10595
6	246.34405	368.93405
7	239.41235	371.30735
8	256.78320	376.14320
9	258.92490	372.85990
10	256.27715	384.58215
11	257.13275	382.45275
12	259.17520	380.16020
13	245.31835	378.11835
14	250.72520	374.81520
15	241.53670	368.82670
16	242.46200	369.41700
17	248.55855	368.74355
18	239.36585	370.26085
19	252.18030	381.22530
20	243.86095	370.50095
21	235.50650	372.79150
22	235.13800	367.47300
23	249.45160	375.93660
24	255.66240	396.93740
25	247.42670	377.72670
26	244.52080	373.37580
27	252.68310	393.23810
28	238.55530	370.61530
29	239.56845	369.24845
30	242.63020	371.58020
31	239.47700	369.91700
32	238.86875	366.11375
33	245.93105	370.99605
34	244.76635	375.18135
35	260.12245	382.58245
36	253.92655	372.16155
37	259.69325	375.18325
38	241.67425	361.68425
39	252.37675	365.55675
40	256.24320	380.23820
41	247.46290	375.95290
42	255.04825	381.33325
43	244.18790	372.55290
44	250.15030	378.54530
45	271.98595	391.97095
46	256.11375	383.30375
47	252.42640	376.62640
48	251.48805	390.08805
49	243.19485	371.44485
50	248.24660	375.55660
51	254.99310	372.07810
52	255.01955	378.93455
53	256.40730	379.16730
54	252.41545	383.39045
55	255.28675	385.89175
56	244.47485	359.83485
57	248.83175	377.28675
58	247.72925	360.38425
59	250.01690	378.03190
60	247.52715	353.25715
61	243.68295	369.24295
62	255.50685	368.88185
63	245.46675	366.56675
64	245.95620	376.14620
65	245.58115	362.63115
66	242.19180	377.04680
67	245.75985	376.84485
68	255.12055	377.05555
69	245.94490	376.95990
70	252.83720	376.83220
71	238.89525	361.13525
72	237.53030	365.27530
73	254.61275	384.12775
74	244.91840	370.37840
75	245.71225	381.99725
76	253.30605	371.17105
77	250.75140	358.42140
78	255.11525	377.95025
79	239.23465	370.10465
80	233.78200	366.18700
81	249.35735	370.78235
82	246.97300	377.08800
83	243.99525	374.63525
84	264.14915	386.94415
85	253.71105	388.43605
86	256.99685	383.46685
87	237.61565	376.98565
88	231.74945	362.23945
89	250.39845	377.61345
90	249.14575	381.78075
91	244.14055	365.44055
92	259.24360	382.14360
93	248.80575	370.14575
94	259.71995	375.02495
95	248.27570	368.97070
96	247.39425	374.88925
97	242.32660	376.79660
98	262.80720	380.51220
99	238.35140	369.71640
100	241.90205	363.88705
101	259.68180	387.92680
102	252.34390	379.31890
103	243.64110	373.70610
104	261.24185	387.49185
105	247.46215	373.32215
106	239.54000	351.53000
107	238.82380	365.26880
108	260.90050	375.47550
109	248.79250	372.67250
110	246.79180	380.12680
111	249.24335	380.59335
112	254.16465	379.34965
113	245.64795	377.04295
114	260.86685	389.07185
115	248.06365	379.98865
116	245.30065	374.94565
117	254.36400	369.72400
118	249.78635	377.06135
119	241.06855	371.90855
120	245.83215	379.46215
121	250.28660	373.67660
122	248.99965	388.68465
123	254.31420	387.79920
124	243.95420	371.25420
125	250.09250	377.13250
126	261.49930	373.36930
127	240.46225	372.57225
128	249.54120	386.10620
129	258.13565	374.21065
130	236.23595	365.34095
131	249.77040	374.70540
132	253.94720	376.37220
133	245.83885	372.08885
134	252.03180	373.46680
135	267.42115	391.42115
136	250.04720	374.59720
137	253.61925	370.56425
138	240.35935	364.73935
139	247.83330	379.42830
140	256.86550	373.86050
141	231.93985	368.37985
142	247.82695	371.12195
143	243.26820	364.80320
144	232.17735	369.46235
145	249.24995	388.82495
146	242.47220	376.54720
147	240.33730	372.28730
148	251.48225	380.28725
149	255.15915	365.94415
150	250.10805	382.16805
151	241.80660	368.65160
152	238.47730	360.02730
153	250.80600	379.00100
154	251.15105	379.69605
155	245.83225	378.78225
156	264.90500	377.63000
157	247.87290	371.06290
158	254.35690	374.82190
159	249.71045	364.41045
160	243.15230	363.72230
161	239.05330	368.10830
162	252.55275	384.81775
163	255.10020	383.97020
164	241.63020	373.74520
165	250.62335	374.52335
166	249.40360	385.13860
167	241.49060	372.14060
168	240.38605	372.49105
169	245.62650	372.80650
170	244.59080	361.12080
171	264.37175	386.99175
172	257.55965	373.93965
173	248.53830	373.73330
174	245.85550	377.25050
175	252.71205	389.05705
176	254.86620	369.10120
177	260.91650	378.68650
178	237.09735	359.93735
179	247.99360	379.46860
180	246.97425	369.91425
181	254.48425	379.22925
182	241.24490	357.13990
183	260.35320	368.68820
184	253.98120	378.11120
185	240.48300	355.78800
186	250.13145	367.69145
187	252.42060	374.77060
188	252.32995	370.42495
189	242.37540	367.11040
190	238.95195	371.25695
191	229.11110	367.80610
192	249.49235	379.56235
193	244.06545	376.21045
194	238.19725	367.28725
195	251.99350	376.81350
196	250.04970	376.02470
197	242.53840	366.93840
198	254.71600	370.37600
199	250.31610	373.76110
200	251.88475	367.06475
201	238.05040	370.97540
202	248.50205	376.94705
203	246.62835	364.21835
204	247.63600	374.18100
205	245.73650	369.22650
206	238.35220	375.08720
207	257.94155	397.29655
208	258.18150	373.79150
209	246.83325	366.16825
210	245.53825	370.49825
211	252.52965	380.29965
212	247.83895	372.00895
213	232.29200	364.00200
214	255.40125	366.68625
215	249.82090	372.95090
216	265.61980	383.42480
217	242.84620	360.81620
218	271.73745	387.08245
219	252.18015	376.39015
220	248.72030	363.96030
221	256.36575	384.34075
222	259.34555	376.93055
223	257.04220	381.68720
224	239.30160	359.68160
225	235.06920	364.86920
226	254.91610	383.72110
227	247.72140	380.98140
228	249.92420	372.85420
229	248.07975	374.84475
230	244.05150	380.92650
231	249.73220	365.48220
232	256.78770	386.55770
233	245.20790	372.93790
234	253.08930	365.13930
235	242.40035	371.50035
236	253.61765	369.91265
237	243.58625	374.81625
238	246.12255	382.64255
239	247.72190	380.63190
240	240.43805	367.11805
241	253.10255	375.91755
242	239.83335	365.62835
243	258.60240	383.88240
244	238.85650	367.68150
245	250.93155	375.40655
246	239.62625	364.60125
247	250.59065	390.69065
248	241.98240	361.88240
249	248.84845	371.75345
250	253.27470	386.26470
251	239.48085	376.68585
252	237.47925	364.63925
253	251.36775	376.01775
254	249.79925	371.35925
255	256.70135	384.54135
256	245.46635	358.72135
257	235.05150	359.28150
258	242.15690	373.73690
259	254.80980	378.30980
260	257.12480	377.75480
261	246.14990	365.26990
262	250.41525	379.55025
263	245.87925	376.72425
264	247.11170	375.90670
265	247.74995	369.14995
266	245.23400	368.73900
267	253.17270	379.94270
268	252.86285	381.12285
269	256.49290	372.28290
270	252.42295	374.98295
271	236.37365	369.94365
272	252.76360	383.56860
273	246.41265	378.92765
274	249.41205	368.93705
275	245.41390	373.45890
276	252.14540	387.51540
277	251.27490	377.41490
278	239.86935	376.78435
279	242.84845	365.87345
280	237.60280	366.08280
281	239.44040	356.66540
282	261.47050	377.65550
283	265.62375	384.95375
284	242.98175	365.38675
285	260.08430	379.24930
286	237.69735	371.40735
287	228.98375	352.89375
288	250.87885	375.37385
289	236.90385	363.85385
290	254.46395	372.84895
