1	240.81565	368.09065
2	252.87600	368.96100
3	235.37490	356.13990
4	240.93890	352.74890
5	247.28800	360.15300
6	250.26910	361.70410
7	252.93280	382.50780
8	239.20790	358.86290
9	248.30465	357.06965
10	248.28700	361.54200
11	256.76160	361.88660
12	247.49045	352.71045
13	249.23890	360.41890
14	250.37370	362.13370
15	250.66965	363.29465
16	252.10925	365.99425
17	238.19900	351.41900
18	251.56560	354.26060
19	257.64195	372.17195
20	255.20610	366.21610
21	249.67775	361.85775
22	241.62540	354.55540
23	226.64740	347.45740
24	252.88525	376.59525
25	258.85265	364.09265
26	246.13495	358.38995
27	238.81735	351.82735
28	243.91510	355.69010
29	241.76265	351.01265
30	251.57025	364.70025
31	251.53815	361.85815
32	252.94240	362.22740
33	238.77355	343.95855
34	251.65755	358.97755
35	253.59555	368.39055
36	243.95055	355.70555
37	255.32385	363.73885
38	241.29850	349.49850
39	241.69965	361.37465
40	257.40680	369.82180
41	261.13780	375.86280
42	253.61630	365.05630
43	247.78675	367.63175
44	254.17955	361.01955
45	260.18640	380.85140
46	257.48720	368.51720
47	250.58385	363.62385
48	253.45825	359.26325
49	242.83680	361.51680
50	255.46470	362.81970
51	238.54240	363.08740
52	252.14215	370.26715
53	245.99110	359.35610
54	228.88250	350.58750
55	247.75590	357.06090
56	224.16360	341.11860
57	266.11135	373.86135
58	259.02415	366.06915
59	255.65895	378.67895
60	250.20130	353.80630
61	242.03425	343.70925
62	250.01970	368.38970
63	257.69030	378.57530
64	247.78690	366.63690
65	267.02040	371.36040
66	244.98795	359.44295
67	253.16230	362.59730
68	244.27110	356.03610
69	256.78365	364.33365
70	259.25925	370.46425
71	255.31605	366.31105
72	247.85060	363.13560
73	251.71170	366.76670
74	231.93645	347.81145
75	240.06875	365.47375
76	254.82975	363.96975
77	254.10740	358.31740
78	246.58040	360.46540
79	241.51485	349.69485
80	256.27200	365.59200
81	242.69565	364.37565
82	255.45805	360.65805
83	258.87110	373.02110
84	271.08390	377.92890
85	240.54135	355.71135
86	231.67595	346.64595
87	264.29550	376.25050
88	242.52735	356.62235
89	254.30995	363.33495
90	244.04050	362.86550
91	248.32275	364.15775
92	243.30380	358.47380
93	239.60175	349.99175
94	252.33825	355.32325
95	242.32185	356.87185
